d_loss_step,epoch,g_loss/adv_step,g_loss/rec_step,g_loss/total_step,lr-Adam,lr-Adam-1,step
,,,,,0.00016,0.0001,0
1.3886287212371826,0,0.6221177577972412,0.8821768760681152,0.4423326849937439,,,0
,,,,,0.00015999998519559389,9.999999111735633e-05,1
1.3918085098266602,0,0.8406637907028198,0.875660240650177,0.44119277596473694,,,1
,,,,,0.0001599999407823814,9.999996446942884e-05,2
1.4051073789596558,0,0.6769858598709106,nan,nan,,,2
,,,,,0.00015999986676038005,9.999992005622802e-05,3
1.3866124153137207,0,0.6373958587646484,nan,nan,,,3
,,,,,0.00015999976312961906,9.999985787777144e-05,4
1.3896143436431885,0,0.6985415816307068,nan,nan,,,4
,,,,,0.0001599996298901394,9.999977793408364e-05,5
