d_loss_epoch,d_loss_step,epoch,g_loss/adv_epoch,g_loss/adv_step,g_loss/rec_epoch,g_loss/rec_step,g_loss/total_epoch,g_loss/total_step,lr-Adam,lr-Adam-1,step
,,,,,,,,,0.00016,0.0001,0
,1.3894100189208984,0,,0.6246554851531982,,400318.125,,200159.6875,,,0
,,,,,,,,,0.00015999998519559389,9.999999111735633e-05,1
,1.3881747722625732,0,,0.8109809160232544,,389692.15625,,194846.890625,,,1
,,,,,,,,,0.0001599999407823814,9.999996446942884e-05,2
,1.3938361406326294,0,,0.6583103537559509,,374182.0,,187091.65625,,,2
,,,,,,,,,0.00015999986676038005,9.999992005622802e-05,3
,1.380105972290039,0,,0.6458525657653809,,357459.84375,,178730.5625,,,3
,,,,,,,,,0.00015999976312961906,9.999985787777144e-05,4
,1.3779706954956055,0,,0.7373788952827454,,339097.9375,,169549.703125,,,4
,,,,,,,,,0.0001599996298901394,9.999977793408364e-05,5
,1.372407078742981,0,,0.6563621759414673,,319943.4375,,159972.375,,,5
,,,,,,,,,0.00015999946704199356,9.999968022519613e-05,6
,1.3676005601882935,0,,0.7543754577636719,,300680.25,,150340.875,,,6
,,,,,,,,,0.00015999927458524592,9.999956475114756e-05,7
,1.3596328496932983,0,,0.6216674447059631,,281943.3125,,140972.28125,,,7
,,,,,,,,,0.00015999905251997242,9.999943151198346e-05,8
,1.3603308200836182,0,,0.9272448420524597,,264389.96875,,132195.90625,,,8
,,,,,,,,,0.00015999880084626076,9.999928050775646e-05,9
,1.3734617233276367,0,,0.4656684100627899,,246992.015625,,123496.4765625,,,9
,,,,,,,,,0.00015999851956421027,9.999911173852616e-05,10
,1.4201377630233765,0,,0.7760750651359558,,231794.78125,,115898.171875,,,10
,,,,,,,,,0.000159998208673932,9.999892520435921e-05,11
,1.3459616899490356,0,,0.85792076587677,,214870.25,,107435.984375,,,11
,,,,,,,,,0.00015999786817554872,9.999872090532923e-05,12
,1.3420300483703613,0,,0.6363973617553711,,200413.6875,,100207.4765625,,,12
,,,,,,,,,0.0001599974980691948,9.999849884151687e-05,13
,1.340330719947815,0,,0.6966339349746704,,187139.765625,,93570.578125,,,13
,,,,,,,,,0.00015999709835501637,9.999825901300981e-05,14
,1.326688289642334,0,,0.8562030792236328,,173066.9375,,86534.328125,,,14
,,,,,,,,,0.00015999666903317123,9.999800141990273e-05,15
,1.3185627460479736,0,,0.5528484582901001,,162438.953125,,81220.03125,,,15
,,,,,,,,,0.00015999621010382887,9.999772606229732e-05,16
,1.34329354763031,0,,1.2437968254089355,,151569.421875,,75785.953125,,,16
,,,,,,,,,0.0001599957215671705,9.99974329403023e-05,17
,1.4505999088287354,0,,0.5092170238494873,,140971.9375,,70486.46875,,,17
,,,,,,,,,0.00015999520342338893,9.999712205403336e-05,18
,1.3722834587097168,0,,0.6268540024757385,,131619.59375,,65810.4296875,,,18
,,,,,,,,,0.00015999465567268875,9.999679340361326e-05,19
,1.3343768119812012,0,,0.8152247071266174,,122560.4140625,,61281.0234375,,,19
,,,,,,,,,0.0001599940783152862,9.999644698917173e-05,20
,1.3328986167907715,0,,0.8098666071891785,,115446.40625,,57724.015625,,,20
,,,,,,,,,0.0001599934713514092,9.999608281084554e-05,21
,1.3226721286773682,0,,0.6879637837409973,,108564.6796875,,54283.02734375,,,21
,,,,,,,,,0.0001599928347812974,9.999570086877845e-05,22
,1.304368019104004,0,,0.7673819661140442,,101510.890625,,50756.2109375,,,22
,,,,,,,,,0.00015999216860520206,9.999530116312125e-05,23
,1.3032079935073853,0,,0.7381110191345215,,95286.2265625,,47643.8515625,,,23
,,,,,,,,,0.0001599914728233862,9.999488369403173e-05,24
,1.2707022428512573,0,,0.832362949848175,,88532.9453125,,44267.3046875,,,24
,,,,,,,,,0.0001599907474361245,9.999444846167473e-05,25
