epoch,loss/fwd_nll_step,loss/post_l1_step,loss/rec_step,loss/total_step,lr-Adam,step
0,0.9719999432563782,0.06028149276971817,0.19574032723903656,1.0849404335021973,,37
,,,,,0.00016,38
0,0.9632154703140259,0.06837747991085052,0.20234468579292297,1.081482172012329,,38
,,,,,0.00016,39
0,0.9520143866539001,0.0680960938334465,0.19489790499210358,1.066487431526184,,39
,,,,,0.00016,40
0,0.9621713757514954,0.06529484689235687,0.19004352390766144,1.073516845703125,,40
,,,,,0.00016,41
0,0.960174560546875,0.057778358459472656,0.1884714812040329,1.0688549280166626,,41
,,,,,0.00016,42
0,0.947064220905304,0.06417626142501831,0.1979832500219345,1.062099814414978,,42
,,,,,0.00016,43
0,0.9566240310668945,0.0597553625702858,0.1725866049528122,1.0578562021255493,,43
,,,,,0.00016,44
0,0.9472246170043945,0.06653033941984177,0.1735713630914688,1.0506428480148315,,44
,,,,,0.00016,45
0,0.9503416419029236,0.06436348706483841,0.1765064001083374,1.0546857118606567,,45
,,,,,0.00016,46
0,0.9535003900527954,0.05885845050215721,0.19100552797317505,1.0637177228927612,,46
,,,,,0.00016,47
0,0.947187602519989,0.06386744976043701,0.15519599616527557,1.0407525300979614,,47
,,,,,0.00016,48
0,0.9344095587730408,0.062345780432224274,0.17680341005325317,1.0383977890014648,,48
,,,,,0.00016,49
0,0.9315279126167297,0.05282820388674736,0.17025434970855713,1.0298621654510498,,49
,,,,,0.00016,50
0,0.9414373636245728,0.048400651663541794,0.16265594959259033,1.0348656177520752,,50
,,,,,0.00016,51
0,0.9262771606445312,0.056061942130327225,0.1591511368751526,1.0198681354522705,,51
,,,,,0.00016,52
0,0.9334983825683594,0.056575365364551544,0.15746323764324188,1.0263738632202148,,52
,,,,,0.00016,53
0,0.9329476356506348,0.05401196703314781,0.1582062542438507,1.0255537033081055,,53
,,,,,0.00016,54
0,0.9309832453727722,0.05511903762817383,0.14502716064453125,1.017276644706726,,54
,,,,,0.00016,55
0,0.921264111995697,0.05865621194243431,0.17349140346050262,1.0226738452911377,,55
,,,,,0.00016,56
0,0.9337587356567383,0.05031106621026993,0.1449223756790161,1.0187976360321045,,56
,,,,,0.00016,57
0,0.9292104840278625,0.04833177477121353,0.14762936532497406,1.0151081085205078,,57
,,,,,0.00016,58
0,0.9128467440605164,0.05951150879263878,0.15959784388542175,1.007523536682129,,58
,,,,,0.00016,59
0,0.9209076166152954,0.04894842579960823,0.13799302279949188,1.0021412372589111,,59
,,,,,0.00016,60
0,0.8982380032539368,0.056280385702848434,0.15296952426433563,0.9887928366661072,,60
,,,,,0.00016,61
0,0.9028353691101074,0.05638307332992554,0.16382718086242676,0.9988447427749634,,61
,,,,,0.00016,62
0,0.911424458026886,0.049118515104055405,0.13886795938014984,0.9931380748748779,,62
,,,,,0.00016,63
0,0.8793615698814392,0.06033613905310631,0.15626925230026245,0.9725801944732666,,63
,,,,,0.00016,64
0,0.9168862700462341,0.04498964175581932,0.14249901473522186,0.9993831515312195,,64
,,,,,0.00016,65
0,0.9032575488090515,0.050079163163900375,0.15156054496765137,0.9915575981140137,,65
,,,,,0.00016,66
0,0.8874046206474304,0.057552505284547806,0.1558990627527237,0.9797422885894775,,66
,,,,,0.00016,67
0,0.889366626739502,0.05405548959970474,0.1421450972557068,0.9739530682563782,,67
,,,,,0.00016,68
0,0.9033799171447754,0.04852418228983879,0.14083696901798248,0.9859294295310974,,68
,,,,,0.00016,69
