d_loss_epoch,d_loss_step,epoch,g_loss/adv_epoch,g_loss/adv_step,g_loss/rec_epoch,g_loss/rec_step,g_loss/total_epoch,g_loss/total_step,lr-Adam,lr-Adam-1,step
,,,,,,,,,0.00016,0.0001,0
,1.3886440992355347,0,,0.6241366863250732,,317978.875,,158990.078125,,,0
,,,,,,,,,0.00015999998519559389,9.999999111735633e-05,1
,1.3890695571899414,0,,0.8337212800979614,,310948.0,,155474.84375,,,1
,,,,,,,,,0.0001599999407823814,9.999996446942884e-05,2
,1.3997976779937744,0,,0.6663298010826111,,295862.125,,147931.75,,,2
,,,,,,,,,0.00015999986676038005,9.999992005622802e-05,3
,1.3820645809173584,0,,0.6415215134620667,,280105.0,,140053.15625,,,3
,,,,,,,,,0.00015999976312961906,9.999985787777144e-05,4
,1.382365107536316,0,,0.7262589931488037,,263056.5625,,131529.03125,,,4
,,,,,,,,,0.0001599996298901394,9.999977793408364e-05,5
,1.3790931701660156,0,,0.7026360630989075,,247710.0625,,123855.75,,,5
,,,,,,,,,0.00015999946704199356,9.999968022519613e-05,6
,1.3755543231964111,0,,0.6628912687301636,,232814.34375,,116407.8515625,,,6
,,,,,,,,,0.00015999927458524592,9.999956475114756e-05,7
,1.3717620372772217,0,,0.7834184765815735,,215920.65625,,107961.125,,,7
,,,,,,,,,0.00015999905251997242,9.999943151198346e-05,8
,1.371408462524414,0,,0.5534812211990356,,204250.625,,102125.890625,,,8
,,,,,,,,,0.00015999880084626076,9.999928050775646e-05,9
,1.3857508897781372,0,,0.9006168246269226,,189696.078125,,94848.953125,,,9
,,,,,,,,,0.00015999851956421027,9.999911173852616e-05,10
,1.3940354585647583,0,,0.6717920303344727,,175179.921875,,87590.6484375,,,10
,,,,,,,,,0.000159998208673932,9.999892520435921e-05,11
,1.3604309558868408,0,,0.6306638717651367,,167173.25,,83587.265625,,,11
,,,,,,,,,0.00015999786817554872,9.999872090532923e-05,12
,1.3651196956634521,0,,0.7745660543441772,,152834.046875,,76417.8203125,,,12
,,,,,,,,,0.0001599974980691948,9.999849884151687e-05,13
,1.359309196472168,0,,0.6815804243087769,,144650.96875,,72326.1875,,,13
,,,,,,,,,0.00015999709835501637,9.999825901300981e-05,14
,1.3528633117675781,0,,0.7285047769546509,,133511.375,,66756.4296875,,,14
,,,,,,,,,0.00015999666903317123,9.999800141990273e-05,15
,1.3354436159133911,0,,0.7166516780853271,,129410.890625,,64706.1796875,,,15
,,,,,,,,,0.00015999621010382887,9.999772606229732e-05,16
,1.3221319913864136,0,,1.1119282245635986,,119633.875,,59818.0703125,,,16
,,,,,,,,,0.0001599957215671705,9.99974329403023e-05,17
,1.4299415349960327,0,,0.2754359543323517,,111728.71875,,55864.65234375,,,17
,,,,,,,,,0.00015999520342338893,9.999712205403336e-05,18
,1.7146775722503662,0,,0.662240743637085,,106340.859375,,53171.109375,,,18
,,,,,,,,,0.00015999465567268875,9.999679340361326e-05,19
,1.339653730392456,0,,0.905868411064148,,99994.671875,,49998.2578125,,,19
,,,,,,,,,0.0001599940783152862,9.999644698917173e-05,20
,1.3854748010635376,0,,0.8581367135047913,,93037.203125,,46519.4765625,,,20
,,,,,,,,,0.0001599934713514092,9.999608281084554e-05,21
,1.372903823852539,0,,0.7486801147460938,,91399.125,,45700.328125,,,21
,,,,,,,,,0.0001599928347812974,9.999570086877845e-05,22
,1.3619568347930908,0,,0.6933555603027344,,84252.71875,,42127.07421875,,,22
,,,,,,,,,0.00015999216860520206,9.999530116312125e-05,23
,1.3652153015136719,0,,0.6863114833831787,,78744.59375,,39373.0,,,23
,,,,,,,,,0.0001599914728233862,9.999488369403173e-05,24
,1.3576147556304932,0,,0.7277111411094666,,74553.6484375,,37277.5703125,,,24
,,,,,,,,,0.0001599907474361245,9.999444846167473e-05,25
,1.3559608459472656,0,,0.7412921190261841,,69719.046875,,34860.2890625,,,25
,,,,,,,,,0.00015998999244370337,9.999399546622204e-05,26
,1.355697512626648,0,,0.7250188589096069,,65855.53125,,32928.5078125,,,26
,,,,,,,,,0.00015998920784642082,9.999352470785251e-05,27
,1.3513109683990479,0,,0.723668098449707,,65665.609375,,32833.54296875,,,27
,,,,,,,,,0.0001599883936445866,9.999303618675199e-05,28
,1.3419277667999268,0,,0.7430994510650635,,63470.8515625,,31736.185546875,,,28
,,,,,,,,,0.00015998754983852218,9.999252990311333e-05,29
,1.3568363189697266,0,,0.7249270081520081,,61867.87890625,,30934.681640625,,,29
,,,,,,,,,0.00015998667642856063,9.99920058571364e-05,30
,1.3335649967193604,0,,0.766714334487915,,58679.796875,,29340.681640625,,,30
,,,,,,,,,0.0001599857734150468,9.99914640490281e-05,31
,1.3255655765533447,0,,0.6157160997390747,,54674.6796875,,27337.97265625,,,31
,,,,,,,,,0.00015998484079833718,9.999090447900233e-05,32
