d_loss_epoch,d_loss_step,epoch,g_loss/adv_epoch,g_loss/adv_step,g_loss/rec_epoch,g_loss/rec_step,g_loss/total_epoch,g_loss/total_step,lr-Adam,lr-Adam-1,step,val_loss,val_psnr,val_ssim
,,,,,,,,,0.00016,0.0001,0,,,
,1.388628602027893,0,,0.6221847534179688,,0.8821768760681152,,0.44233280420303345,,,0,,,
,,,,,,,,,0.00015999998519559389,9.999999111735633e-05,1,,,
,1.3893873691558838,0,,0.8349486589431763,,0.8622860908508301,,0.4344828128814697,,,1,,,
,,,,,,,,,0.0001599999407823814,9.999996446942884e-05,2,,,
,1.4002059698104858,0,,0.6706839799880981,,0.8207105398178101,,0.414379358291626,,,2,,,
,,,,,,,,,0.00015999986676038005,9.999992005622802e-05,3,,,
,1.3821520805358887,0,,0.6303489804267883,,0.7768798470497131,,0.3934827148914337,,,3,,,
,,,,,,,,,0.00015999976312961906,9.999985787777144e-05,4,,,
,1.3841944932937622,0,,0.7173898220062256,,0.729661762714386,,0.37200477719306946,,,4,,,
,,,,,,,,,0.0001599996298901394,9.999977793408364e-05,5,,,
,1.379199743270874,0,,0.7292518615722656,,0.6870946884155273,,0.352298378944397,,,5,,,
,,,,,,,,,0.00015999946704199356,9.999968022519613e-05,6,,,
,1.3770167827606201,0,,0.6447670459747314,,0.6456133723258972,,0.3318334221839905,,,6,,,
,,,,,,,,,0.00015999927458524592,9.999956475114756e-05,7,,,
,1.374620795249939,0,,0.7683190107345581,,0.5986853837966919,,0.311635822057724,,,7,,,
,,,,,,,,,0.00015999905251997242,9.999943151198346e-05,8,,,
,1.3721110820770264,0,,0.6132124066352844,,0.5663431286811829,,0.29420939087867737,,,8,,,
,,,,,,,,,0.00015999880084626076,9.999928050775646e-05,9,,,
,1.3700488805770874,0,,0.847998857498169,,0.5270092487335205,,0.2804645895957947,,,9,,,
,,,,,,,,,0.00015999851956421027,9.999911173852616e-05,10,,,
,1.378934621810913,0,,0.5714254975318909,,0.4862218499183655,,0.2556822896003723,,,10,,,
,,,,,,,,,0.000159998208673932,9.999892520435921e-05,11,,,
,1.37656831741333,0,,0.7730432152748108,,0.4579446315765381,,0.24752534925937653,,,11,,,
,,,,,,,,,0.00015999786817554872,9.999872090532923e-05,12,,,
,1.3641579151153564,0,,0.7235618829727173,,0.4372074604034424,,0.2374163269996643,,,12,,,
,,,,,,,,,0.0001599974980691948,9.999849884151687e-05,13,,,
,1.351192593574524,0,,0.6583836078643799,,0.40697091817855835,,0.2219202071428299,,,13,,,
,,,,,,,,,0.00015999709835501637,9.999825901300981e-05,14,,,
,1.3496177196502686,0,,0.8586753606796265,,0.37776851654052734,,0.21464452147483826,,,14,,,
,,,,,,,,,0.00015999666903317123,9.999800141990273e-05,15,,,
,1.351689338684082,0,,0.42811286449432373,,0.3564741015434265,,0.191936656832695,,,15,,,
,,,,,,,,,0.00015999621010382887,9.999772606229732e-05,16,,,
,1.4647886753082275,0,,1.0089548826217651,,0.3343469202518463,,0.20147792994976044,,,16,,,
,,,,,,,,,0.0001599957215671705,9.99974329403023e-05,17,,,
,1.4173766374588013,0,,0.8035497665405273,,0.31097090244293213,,0.18441322445869446,,,17,,,
,,,,,,,,,0.00015999520342338893,9.999712205403336e-05,18,,,
,1.363968849182129,0,,0.6626616716384888,,0.2959820628166199,,0.17317217588424683,,,18,,,
,,,,,,,,,0.00015999465567268875,9.999679340361326e-05,19,,,
,1.360694169998169,0,,0.6394352912902832,,0.2788929343223572,,0.16502387821674347,,,19,,,
,,,,,,,,,0.0001599940783152862,9.999644698917173e-05,20,,,
,1.3580219745635986,0,,0.7038624882698059,,0.2581305503845215,,0.15862751007080078,,,20,,,
,,,,,,,,,0.0001599934713514092,9.999608281084554e-05,21,,,
,1.362444281578064,0,,0.7458385229110718,,0.25239041447639465,,0.159012109041214,,,21,,,
,,,,,,,,,0.0001599928347812974,9.999570086877845e-05,22,,,
,1.3548356294631958,0,,0.7237813472747803,,0.23753894865512848,,0.15206341445446014,,,22,,,
,,,,,,,,,0.00015999216860520206,9.999530116312125e-05,23,,,
,1.359571933746338,0,,0.701224684715271,,0.21975457668304443,,0.14353607594966888,,,23,,,
,,,,,,,,,0.0001599914728233862,9.999488369403173e-05,24,,,
,1.3560936450958252,0,,0.7493693828582764,,0.2107894867658615,,0.1428632140159607,,,24,,,
,,,,,,,,,0.0001599907474361245,9.999444846167473e-05,25,,,
,1.3549588918685913,0,,0.6681311130523682,,0.19511091709136963,,0.1322982907295227,,,25,,,
,,,,,,,,,0.00015998999244370337,9.999399546622204e-05,26,,,
,1.3592140674591064,0,,0.8224807977676392,,0.18441416323184967,,0.13662104308605194,,,26,,,
