d_loss_epoch,d_loss_step,epoch,g_loss/adv_epoch,g_loss/adv_step,g_loss/rec_epoch,g_loss/rec_step,g_loss/total_epoch,g_loss/total_step,lr-Adam,lr-Adam-1,step
,,,,,,,,,0.00016,0.0001,0
,1.3887474536895752,0,,0.6241868138313293,,347282.9375,,173642.09375,,,0
,,,,,,,,,0.00015999998519559389,9.999999111735633e-05,1
,1.3891054391860962,0,,0.8361165523529053,,338768.59375,,169385.15625,,,1
,,,,,,,,,0.0001599999407823814,9.999996446942884e-05,2
,1.400661826133728,0,,0.6689533591270447,,323162.5625,,161581.96875,,,2
,,,,,,,,,0.00015999986676038005,9.999992005622802e-05,3
,1.3824760913848877,0,,0.6303836107254028,,304273.09375,,152137.1875,,,3
,,,,,,,,,0.00015999976312961906,9.999985787777144e-05,4
,1.3844201564788818,0,,0.7204632759094238,,287833.6875,,143917.578125,,,4
,,,,,,,,,0.0001599996298901394,9.999977793408364e-05,5
,1.3792128562927246,0,,0.7225050926208496,,270446.75,,135224.125,,,5
,,,,,,,,,0.00015999946704199356,9.999968022519613e-05,6
,1.3769912719726562,0,,0.6509594917297363,,253040.125,,126520.734375,,,6
,,,,,,,,,0.00015999927458524592,9.999956475114756e-05,7
,1.3743464946746826,0,,0.7562505006790161,,237272.28125,,118636.921875,,,7
,,,,,,,,,0.00015999905251997242,9.999943151198346e-05,8
,1.3719139099121094,0,,0.6192858219146729,,221821.390625,,110911.328125,,,8
,,,,,,,,,0.00015999880084626076,9.999928050775646e-05,9
,1.3702456951141357,0,,0.8510764241218567,,207011.921875,,103506.828125,,,9
,,,,,,,,,0.00015999851956421027,9.999911173852616e-05,10
,1.3788378238677979,0,,0.5664509534835815,,193964.1875,,96982.6796875,,,10
,,,,,,,,,0.000159998208673932,9.999892520435921e-05,11
,1.3806544542312622,0,,0.763282299041748,,178624.0625,,89312.8046875,,,11
,,,,,,,,,0.00015999786817554872,9.999872090532923e-05,12
,1.3567078113555908,0,,0.757472574710846,,168592.875,,84297.21875,,,12
,,,,,,,,,0.0001599974980691948,9.999849884151687e-05,13
,1.3547332286834717,0,,0.619047224521637,,155924.6875,,77962.96875,,,13
,,,,,,,,,0.00015999709835501637,9.999825901300981e-05,14
,1.3583141565322876,0,,0.9122650027275085,,147465.0,,73733.4375,,,14
,,,,,,,,,0.00015999666903317123,9.999800141990273e-05,15
,1.3734164237976074,0,,0.5117623209953308,,140406.78125,,70203.9140625,,,15
,,,,,,,,,0.00015999621010382887,9.999772606229732e-05,16
,1.3980363607406616,0,,0.864683210849762,,129765.421875,,64883.59375,,,16
,,,,,,,,,0.0001599957215671705,9.99974329403023e-05,17
,1.362654209136963,0,,0.797514796257019,,123787.03125,,61894.33203125,,,17
,,,,,,,,,0.00015999520342338893,9.999712205403336e-05,18
,1.3562630414962769,0,,0.663591742515564,,115201.75,,57601.5546875,,,18
,,,,,,,,,0.00015999465567268875,9.999679340361326e-05,19
,1.3455110788345337,0,,0.6970206499099731,,108072.59375,,54037.01171875,,,19
,,,,,,,,,0.0001599940783152862,9.999644698917173e-05,20
,1.340577483177185,0,,0.8451759815216064,,109208.96875,,54605.3515625,,,20
,,,,,,,,,0.0001599934713514092,9.999608281084554e-05,21
,1.3466591835021973,0,,0.565730094909668,,97547.53125,,48774.3515625,,,21
,,,,,,,,,0.0001599928347812974,9.999570086877845e-05,22
,1.3555521965026855,0,,1.0357942581176758,,92789.109375,,46395.609375,,,22
,,,,,,,,,0.00015999216860520206,9.999530116312125e-05,23
,1.4005801677703857,0,,0.57938551902771,,88274.9296875,,44138.0625,,,23
,,,,,,,,,0.0001599914728233862,9.999488369403173e-05,24
,1.3552417755126953,0,,0.6878105401992798,,81728.625,,40865.01953125,,,24
,,,,,,,,,0.0001599907474361245,9.999444846167473e-05,25
,1.3341379165649414,0,,0.8302016854286194,,78750.890625,,39376.2890625,,,25
,,,,,,,,,0.00015998999244370337,9.999399546622204e-05,26
,1.3518441915512085,0,,0.661736249923706,,74004.7109375,,37003.0390625,,,26
,,,,,,,,,0.00015998920784642082,9.999352470785251e-05,27
,1.3200035095214844,0,,0.7866423726081848,,73203.1796875,,36602.390625,,,27
,,,,,,,,,0.0001599883936445866,9.999303618675199e-05,28
,1.3084467649459839,0,,0.7714182138442993,,68212.140625,,34106.859375,,,28
,,,,,,,,,0.00015998754983852218,9.999252990311333e-05,29
,1.301570177078247,0,,0.6504311561584473,,64633.78125,,32317.55859375,,,29
,,,,,,,,,0.00015998667642856063,9.99920058571364e-05,30
,1.299396276473999,0,,1.836427927017212,,61620.2421875,,30811.9765625,,,30
,,,,,,,,,0.0001599857734150468,9.99914640490281e-05,31
,1.9061555862426758,0,,0.7399429082870483,,58983.78515625,,29492.6484375,,,31
,,,,,,,,,0.00015998484079833718,9.999090447900233e-05,32
,1.354273796081543,0,,0.48221319913864136,,56881.1953125,,28441.095703125,,,32
,,,,,,,,,0.00015998387857879995,9.999032714727998e-05,33
,1.3944053649902344,0,,0.7671751379966736,,53223.15625,,26612.361328125,,,33
,,,,,,,,,0.00015998288675681498,9.9989732054089e-05,34
,1.334071159362793,0,,0.8108440637588501,,50922.8125,,25462.232421875,,,34
,,,,,,,,,0.0001599818653327738,9.99891191996643e-05,35
,1.3462228775024414,0,,0.7581862211227417,,49002.1484375,,24501.84765625,,,35
,,,,,,,,,0.00015998081430707963,9.99884885842478e-05,36
,1.335842251777649,0,,0.6806524395942688,,47212.640625,,23607.015625,,,36
,,,,,,,,,0.00015997973368014749,9.99878402080885e-05,37
,1.321000099182129,0,,0.7174592018127441,,48796.1953125,,24398.83203125,,,37
,,,,,,,,,0.00015997862345240393,9.998717407144236e-05,38
,1.3339303731918335,0,,0.7544628381729126,,49045.328125,,24523.431640625,,,38
,,,,,,,,,0.00015997748362428727,9.998649017457236e-05,39
,1.3223843574523926,0,,0.6929178237915039,,45966.484375,,22983.94921875,,,39
,,,,,,,,,0.00015997631419624748,9.998578851774849e-05,40
,1.301222801208496,0,,0.8022292852401733,,42734.640625,,21368.138671875,,,40
,,,,,,,,,0.00015997511516874623,9.998506910124774e-05,41
,1.3004965782165527,0,,0.6334202289581299,,41936.78125,,20969.0390625,,,41
,,,,,,,,,0.0001599738865422569,9.998433192535414e-05,42
,1.298888921737671,0,,1.141579270362854,,39800.34765625,,19901.33203125,,,42
,,,,,,,,,0.00015997262831726452,9.998357699035873e-05,43
,1.437692403793335,0,,0.8035221099853516,,38489.02734375,,19245.33203125,,,43
,,,,,,,,,0.00015997134049426583,9.998280429655951e-05,44
,1.3268835544586182,0,,0.6311181783676147,,37434.2734375,,18717.783203125,,,44
,,,,,,,,,0.00015997002307376922,9.998201384426153e-05,45
,1.3590956926345825,0,,0.9578707218170166,,35123.87109375,,17562.908203125,,,45
,,,,,,,,,0.0001599686760562948,9.998120563377688e-05,46
,1.381554365158081,0,,0.8966028690338135,,35063.84765625,,17532.8359375,,,46
,,,,,,,,,0.0001599672994423743,9.998037966542459e-05,47
,1.3487215042114258,0,,0.6374615430831909,,33305.5,,16653.40234375,,,47
,,,,,,,,,0.0001599658932325513,9.997953593953078e-05,48
,1.311598539352417,0,,0.6627660989761353,,32565.041015625,,16283.19921875,,,48
,,,,,,,,,0.00015996445742738087,9.997867445642852e-05,49
,1.2867727279663086,0,,0.8417346477508545,,30762.025390625,,15381.8681640625,,,49
,,,,,,,,,0.00015996299202742983,9.997779521645789e-05,50
,1.279115915298462,0,,0.7867001891136169,,31102.9375,,15552.26953125,,,50
,,,,,,,,,0.00015996149703327673,9.997689821996604e-05,51
,1.2677667140960693,0,,0.7013005018234253,,35100.65625,,17551.04296875,,,51
,,,,,,,,,0.00015995997244551175,9.997598346730705e-05,52
,1.2179970741271973,0,,1.0374653339385986,,29415.84375,,14708.9736328125,,,52
,,,,,,,,,0.0001599584182647368,9.997505095884209e-05,53
,1.3027865886688232,0,,0.2245972454547882,,28759.1875,,14379.83203125,,,53
,,,,,,,,,0.00015995683449156542,9.997410069493926e-05,54
,2.070155382156372,0,,1.282388687133789,,26774.375,,13388.484375,,,54
,,,,,,,,,0.0001599552211266229,9.997313267597375e-05,55
,1.4708707332611084,0,,1.2306172847747803,,30040.015625,,15021.251953125,,,55
,,,,,,,,,0.00015995357817054614,9.997214690232769e-05,56
