epoch,loss/ck_epoch,loss/ck_step,loss/noise_epoch,loss/noise_step,loss/post_epoch,loss/post_step,loss/rec_epoch,loss/rec_step,loss/total_epoch,loss/total_step,lr-Adam,step,val_loss,val_psnr,val_ssim
,,,,,,,,,,,0.00015999666903317123,12690,,,
15,,0.0,,0.004067316185683012,,0.005418937653303146,,0.014563675969839096,,0.01270388811826706,,12690,,,
,,,,,,,,,,,0.00015999666903317123,12691,,,
15,,0.0022860290482640266,,0.004275302868336439,,0.005515658762305975,,0.014543179422616959,,0.013383012264966965,,12691,,,
,,,,,,,,,,,0.00015999666903317123,12692,,,
15,,0.0,,0.0030785046983510256,,0.004172991961240768,,0.013491962105035782,,0.010867733508348465,,12692,,,
,,,,,,,,,,,0.00015999666903317123,12693,,,
15,,0.0020951598417013884,,0.002236325293779373,,0.004291594494134188,,0.013806218281388283,,0.010631364770233631,,12693,,,
,,,,,,,,,,,0.00015999666903317123,12694,,,
15,,0.0020964420400559902,,0.0033696494065225124,,0.005402511917054653,,0.015275528654456139,,0.012777330353856087,,12694,,,
,,,,,,,,,,,0.00015999666903317123,12695,,,
15,,0.0020513515919446945,,0.0030274561140686274,,0.004816459491848946,,0.013913094997406006,,0.011598389595746994,,12695,,,
,,,,,,,,,,,0.00015999666903317123,12696,,,
15,,0.0,,0.0034000840969383717,,0.005365415941923857,,0.01464911736547947,,0.012065996415913105,,12696,,,
,,,,,,,,,,,0.00015999666903317123,12697,,,
15,,0.0023425184190273285,,0.004153736867010593,,0.006143371574580669,,0.015433678403496742,,0.013874923810362816,,12697,,,
,,,,,,,,,,,0.00015999666903317123,12698,,,
15,,0.00188387930393219,,0.0028069843538105488,,0.005082028917968273,,0.015270249918103218,,0.01208939403295517,,12698,,,
,,,,,,,,,,,0.00015999666903317123,12699,,,
15,,0.0019595236517488956,,0.002604991663247347,,0.004326892085373402,,0.013426875695586205,,0.010792057029902935,,12699,,,
,,,,,,,,,,,0.00015999666903317123,12700,,,
15,,0.002003386849537492,,0.003208642825484276,,0.0051428996957838535,,0.014376344159245491,,0.01208321750164032,,12700,,,
,,,,,,,,,,,0.00015999666903317123,12701,,,
15,,0.0,,0.001907487167045474,,0.00403576111420989,,0.014341631904244423,,0.010087242349982262,,12701,,,
,,,,,,,,,,,0.00015999666903317123,12702,,,
15,,0.002100074663758278,,0.003834956791251898,,0.005465786904096603,,0.014188462868332863,,0.012715649791061878,,12702,,,
,,,,,,,,,,,0.00015999666903317123,12703,,,
15,,0.0,,0.0025561305228620768,,0.004305907525122166,,0.012729654088616371,,0.009997434914112091,,12703,,,
,,,,,,,,,,,0.00015999666903317123,12704,,,
15,,0.0019399934681132436,,0.0030567809008061886,,0.004764160141348839,,0.013662531971931458,,0.011467085219919682,,12704,,,
,,,,,,,,,,,0.00015999666903317123,12705,,,
15,,0.0,,0.003934997133910656,,0.005474843550473452,,0.014598578214645386,,0.012602996081113815,,12705,,,
,,,,,,,,,,,0.00015999666903317123,12706,,,
15,,0.0,,0.0025033617857843637,,0.004764980170875788,,0.014382125809788704,,0.01088566891849041,,12706,,,
,,,,,,,,,,,0.00015999666903317123,12707,,,
15,,0.0023350880946964025,,0.0024752644822001457,,0.004521229304373264,,0.01353958249092102,,0.010842381045222282,,12707,,,
,,,,,,,,,,,0.00015999666903317123,12708,,,
15,,0.0,,0.0027955323457717896,,0.0042966995388269424,,0.013677140697836876,,0.010708277113735676,,12708,,,
,,,,,,,,,,,0.00015999666903317123,12709,,,
15,,0.0,,0.00273846834897995,,0.004528450779616833,,0.013298211619257927,,0.010519687086343765,,12709,,,
,,,,,,,,,,,0.00015999666903317123,12710,,,
15,,0.0,,0.003553336951881647,,0.005105515010654926,,0.013676276430487633,,0.011667854152619839,,12710,,,
,,,,,,,,,,,0.00015999666903317123,12711,,,
15,,0.0,,0.0022737416438758373,,0.004725378006696701,,0.015452050603926182,,0.011181111447513103,,12711,,,
,,,,,,,,,,,0.00015999666903317123,12712,,,
15,,0.002075022552162409,,0.0015950477682054043,,0.003563751932233572,,0.013941756449639797,,0.009871868416666985,,12712,,,
,,,,,,,,,,,0.00015999666903317123,12713,,,
15,,0.0,,0.0022887294180691242,,0.004079991951584816,,0.012403426691889763,,0.00951044075191021,,12713,,,
,,,,,,,,,,,0.00015999666903317123,12714,,,
15,,0.002133347326889634,,0.0036385483108460903,,0.005170397460460663,,0.014372176490724087,,0.012543905526399612,,12714,,,
,,,,,,,,,,,0.00015999666903317123,12715,,,
15,,0.0,,0.002905906643718481,,0.004664198961108923,,0.013365140184760094,,0.010754525661468506,,12715,,,
,,,,,,,,,,,0.00015999666903317123,12716,,,
15,,0.0,,0.003203373169526458,,0.0048879217356443405,,0.014113130047917366,,0.011481918394565582,,12716,,,
,,,,,,,,,,,0.00015999666903317123,12717,,,
15,,0.0,,0.002776783425360918,,0.004812020808458328,,0.014100538566708565,,0.011030057445168495,,12717,,,
,,,,,,,,,,,0.00015999666903317123,12718,,,
15,,0.0022357692942023277,,0.0034465743228793144,,0.005027834326028824,,0.013395065441727638,,0.011848218739032745,,12718,,,
,,,,,,,,,,,0.00015999666903317123,12719,,,
15,,0.0,,0.0035190191119909286,,0.005067409947514534,,0.013419397175312042,,0.011495569720864296,,12719,,,
,,,,,,,,,,,0.00015999666903317123,12720,,,
15,,0.0,,0.0036512124352157116,,0.00527529139071703,,0.013393395580351353,,0.011666732840240002,,12720,,,
,,,,,,,,,,,0.00015999666903317123,12721,,,
15,,0.0,,0.00344870681874454,,0.005183792673051357,,0.013581549748778343,,0.011535429395735264,,12721,,,
,,,,,,,,,,,0.00015999666903317123,12722,,,
15,,0.0023273902479559183,,0.004686619155108929,,0.005875502713024616,,0.01371072418987751,,0.013476334512233734,,12722,,,
,,,,,,,,,,,0.00015999666903317123,12723,,,
15,,0.0017117763636633754,,0.002961233491078019,,0.004569355398416519,,0.013701691292226315,,0.011296773329377174,,12723,,,
,,,,,,,,,,,0.00015999666903317123,12724,,,
15,,0.0018397681415081024,,0.001791899325326085,,0.004077250603586435,,0.013384233228862286,,0.009871281683444977,,12724,,,
,,,,,,,,,,,0.00015999666903317123,12725,,,
15,,0.0019364508334547281,,0.003079520771279931,,0.004849305376410484,,0.014965162612497807,,0.012161718681454659,,12725,,,
,,,,,,,,,,,0.00015999666903317123,12726,,,
15,,0.0,,0.002892786171287298,,0.004820631816983223,,0.01455674972385168,,0.011376319453120232,,12726,,,
,,,,,,,,,,,0.00015999666903317123,12727,,,
15,,0.0,,0.0030653816647827625,,0.00484946183860302,,0.014315488748252392,,0.011435491032898426,,12727,,,
,,,,,,,,,,,0.00015999666903317123,12728,,,
15,,0.0,,0.004253019578754902,,0.0055266981944441795,,0.013983048498630524,,0.012626218609511852,,12728,,,
,,,,,,,,,,,0.00015999666903317123,12729,,,
15,,0.0,,0.0024180831387639046,,0.004436865448951721,,0.014171019196510315,,0.010612809099256992,,12729,,,
,,,,,,,,,,,0.00015999666903317123,12730,,,
15,,0.00228355685248971,,0.002568726660683751,,0.0043920124880969524,,0.013211147859692574,,0.010729014873504639,,12730,,,
,,,,,,,,,,,0.00015999666903317123,12731,,,
15,,0.0,,0.0015564605128020048,,0.004050719551742077,,0.015227170661091805,,0.010182725265622139,,12731,,,
,,,,,,,,,,,0.00015999666903317123,12732,,,
15,,0.0021850073244422674,,0.0033642235212028027,,0.005122791044414043,,0.014454226940870285,,0.01230903621762991,,12732,,,
,,,,,,,,,,,0.00015999666903317123,12733,,,
15,,0.0,,0.004314419813454151,,0.005837945267558098,,0.014282331801950932,,0.012915072031319141,,12733,,,
,,,,,,,,,,,0.00015999666903317123,12734,,,
15,,0.00228431960567832,,0.003676955122500658,,0.005268950946629047,,0.014220280572772026,,0.012561197392642498,,12734,,,
,,,,,,,,,,,0.00015999666903317123,12735,,,
15,,0.0,,0.0031593171879649162,,0.005217297002673149,,0.014111264608800411,,0.011519273743033409,,12735,,,
,,,,,,,,,,,0.00015999666903317123,12736,,,
15,,0.0020111638586968184,,0.0029825405217707157,,0.00482198828831315,,0.013841932639479637,,0.011511236429214478,,12736,,,
,,,,,,,,,,,0.00015999666903317123,12737,,,
15,,0.0,,0.003740200074389577,,0.005152788944542408,,0.01357894018292427,,0.011817866936326027,,12737,,,
,,,,,,,,,,,0.00015999666903317123,12738,,,
15,,0.002160663716495037,,0.003162046894431114,,0.00469612842425704,,0.013980088755488396,,0.011758256703615189,,12738,,,
,,,,,,,,,,,0.00015999666903317123,12739,,,
15,,0.0,,0.0016892997082322836,,0.004184531979262829,,0.014175730757415295,,0.009823298081755638,,12739,,,
,,,,,,,,,,,0.00015999666903317123,12740,,,
15,,0.002064737491309643,,0.003275660565122962,,0.005089268088340759,,0.01452462375164032,,0.012223237194120884,,12740,,,
,,,,,,,,,,,0.00015999666903317123,12741,,,
15,,0.0020198426209390163,,0.0037608626298606396,,0.005457698367536068,,0.014361511915922165,,0.01271001249551773,,12741,,,
,,,,,,,,,,,0.00015999666903317123,12742,,,
15,,0.0016416843282058835,,0.0026583659928292036,,0.0044997697696089745,,0.014274628832936287,,0.011248959228396416,,12742,,,
,,,,,,,,,,,0.00015999666903317123,12743,,,
15,,0.0,,0.0019320982974022627,,0.004033935256302357,,0.014376014471054077,,0.01012858934700489,,12743,,,
,,,,,,,,,,,0.00015999666903317123,12744,,,
15,,0.0,,0.0029683439061045647,,0.004896864760667086,,0.013980519026517868,,0.011182820424437523,,12744,,,
,,,,,,,,,,,0.00015999666903317123,12745,,,
15,,0.0,,0.003955993801355362,,0.005192764103412628,,0.014345325529575348,,0.012426847591996193,,12745,,,
,,,,,,,,,,,0.00015999666903317123,12746,,,
15,,0.0024857916869223118,,0.0028971536085009575,,0.0046839239075779915,,0.013989505358040333,,0.011560045182704926,,12746,,,
,,,,,,,,,,,0.00015999666903317123,12747,,,
15,,0.0020314573775976896,,0.0027311486192047596,,0.004802317824214697,,0.013723173178732395,,0.011199606582522392,,12747,,,
,,,,,,,,,,,0.00015999666903317123,12748,,,
15,,0.00221943948417902,,0.0023685258347541094,,0.004378491081297398,,0.01398041844367981,,0.01089724525809288,,12748,,,
,,,,,,,,,,,0.00015999666903317123,12749,,,
15,,0.0020714630372822285,,0.003076814813539386,,0.005155733786523342,,0.014724163338541985,,0.0121421217918396,,12749,,,
,,,,,,,,,,,0.00015999666903317123,12750,,,
15,,0.0,,0.0025862695183604956,,0.00492736604064703,,0.014979325234889984,,0.011307774111628532,,12750,,,
,,,,,,,,,,,0.00015999666903317123,12751,,,
15,,0.0,,0.0022629564628005028,,0.0042540524154901505,,0.013554262928664684,,0.010103601031005383,,12751,,,
,,,,,,,,,,,0.00015999666903317123,12752,,,
15,,0.0,,0.0023809808772057295,,0.004548982717096806,,0.014524384401738644,,0.010780418291687965,,12752,,,
,,,,,,,,,,,0.00015999666903317123,12753,,,
15,,0.002229318954050541,,0.0021663347724825144,,0.004601167980581522,,0.014521673321723938,,0.011023327708244324,,12753,,,
,,,,,,,,,,,0.00015999666903317123,12754,,,
15,,0.0021107359789311886,,0.0032179991248995066,,0.005004303529858589,,0.014208650216460228,,0.011995547451078892,,12754,,,
,,,,,,,,,,,0.00015999666903317123,12755,,,
15,,0.0,,0.0022569710854440928,,0.004340258426964283,,0.014350234530866146,,0.010517152957618237,,12755,,,
,,,,,,,,,,,0.00015999666903317123,12756,,,
15,,0.001994291553273797,,0.0034206993877887726,,0.00489807641133666,,0.013809350319206715,,0.011948751285672188,,12756,,,
,,,,,,,,,,,0.00015999666903317123,12757,,,
15,,0.0,,0.0019778553396463394,,0.004246770404279232,,0.013831858523190022,,0.009955476969480515,,12757,,,
,,,,,,,,,,,0.00015999666903317123,12758,,,
15,,0.002024325542151928,,0.0025939405895769596,,0.0043639508076012135,,0.0134862270206213,,0.01083290670067072,,12758,,,
,,,,,,,,,,,0.00015999666903317123,12759,,,
15,,0.0,,0.002383890561759472,,0.0044099073857069016,,0.013942290097475052,,0.010457511991262436,,12759,,,
,,,,,,,,,,,0.00015999666903317123,12760,,,
15,,0.00215530744753778,,0.004230600781738758,,0.0053688278421759605,,0.014444727450609207,,0.013226233422756195,,12760,,,
,,,,,,,,,,,0.00015999666903317123,12761,,,
15,,0.0020324350334703922,,0.001847479259595275,,0.0038928876165300608,,0.014320085756480694,,0.010387230664491653,,12761,,,
,,,,,,,,,,,0.00015999666903317123,12762,,,
15,,0.0,,0.0024647798854857683,,0.004447883926331997,,0.014163123443722725,,0.01065831258893013,,12762,,,
,,,,,,,,,,,0.00015999666903317123,12763,,,
15,,0.0,,0.0030925925821065903,,0.00491479504853487,,0.013779508881270885,,0.011211046017706394,,12763,,,
,,,,,,,,,,,0.00015999666903317123,12764,,,
15,,0.0019486325327306986,,0.002307912101969123,,0.004414008930325508,,0.013911638408899307,,0.01075696013867855,,12764,,,
,,,,,,,,,,,0.00015999666903317123,12765,,,
15,,0.0,,0.005186687223613262,,0.006127784959971905,,0.01497998833656311,,0.014208626933395863,,12765,,,
,,,,,,,,,,,0.00015999666903317123,12766,,,
15,,0.0,,0.0022601447999477386,,0.004485818557441235,,0.014804316684603691,,0.010783758014440536,,12766,,,
,,,,,,,,,,,0.00015999666903317123,12767,,,
15,,0.0022890542168170214,,0.004009375814348459,,0.005356529727578163,,0.01458149403333664,,0.013097066432237625,,12767,,,
,,,,,,,,,,,0.00015999666903317123,12768,,,
15,,0.002298580715432763,,0.003928197547793388,,0.005373444873839617,,0.014277534559369087,,0.012870041653513908,,12768,,,
,,,,,,,,,,,0.00015999666903317123,12769,,,
15,,0.0,,0.0024261907674372196,,0.00450260890647769,,0.015281188301742077,,0.011192437261343002,,12769,,,
,,,,,,,,,,,0.00015999666903317123,12770,,,
15,,0.001950383186340332,,0.0026712785474956036,,0.00425546383485198,,0.012943998910486698,,0.010597220622003078,,12770,,,
,,,,,,,,,,,0.00015999666903317123,12771,,,
15,,0.002046732697635889,,0.0022087597753852606,,0.004154092166572809,,0.014224160462617874,,0.0107687097042799,,12771,,,
,,,,,,,,,,,0.00015999666903317123,12772,,,
15,,0.001735934056341648,,0.0037682929541915655,,0.005358478985726833,,0.01414402388036251,,0.012527111917734146,,12772,,,
,,,,,,,,,,,0.00015999666903317123,12773,,,
15,,0.0020518768578767776,,0.0034902188926935196,,0.005289717577397823,,0.014168595895171165,,0.012307321652770042,,12773,,,
,,,,,,,,,,,0.00015999666903317123,12774,,,
15,,0.0,,0.004482824355363846,,0.00603726739063859,,0.015530483797192574,,0.013757383450865746,,12774,,,
,,,,,,,,,,,0.00015999666903317123,12775,,,
15,,0.0023222938179969788,,0.0025220150128006935,,0.004542748909443617,,0.014895355328917503,,0.011569838970899582,,12775,,,
,,,,,,,,,,,0.00015999666903317123,12776,,,
15,,0.0019215063657611609,,0.0034758602268993855,,0.005167099647223949,,0.014036394655704498,,0.012170134112238884,,12776,,,
,,,,,,,,,,,0.00015999666903317123,12777,,,
15,,0.0,,0.0031636133790016174,,0.0050644539296627045,,0.014453663490712643,,0.011656558141112328,,12777,,,
,,,,,,,,,,,0.00015999666903317123,12778,,,
15,,0.002035586629062891,,0.0018455644603818655,,0.004059454891830683,,0.013477474451065063,,0.010006282478570938,,12778,,,
,,,,,,,,,,,0.00015999666903317123,12779,,,
15,,0.0019524552626535296,,0.0029088298324495554,,0.004628597293049097,,0.01285131648182869,,0.010882128030061722,,12779,,,
,,,,,,,,,,,0.00015999666903317123,12780,,,
15,,0.0018588086823001504,,0.0031248866580426693,,0.005105182528495789,,0.014372600242495537,,0.01195924449712038,,12780,,,
,,,,,,,,,,,0.00015999666903317123,12781,,,
15,,0.0018769712187349796,,0.002746777143329382,,0.0045204171910882,,0.013396680355072021,,0.010950615629553795,,12781,,,
,,,,,,,,,,,0.00015999666903317123,12782,,,
15,,0.0019382608588784933,,0.0016880265902727842,,0.004252910148352385,,0.013913186267018318,,0.010095499455928802,,12782,,,
,,,,,,,,,,,0.00015999666903317123,12783,,,
15,,0.0,,0.002746402285993099,,0.004740339703857899,,0.014417524449527264,,0.01114024966955185,,12783,,,
,,,,,,,,,,,0.00015999666903317123,12784,,,
15,,0.0,,0.004207773134112358,,0.0053996676579117775,,0.014071546494960785,,0.012593463063240051,,12784,,,
,,,,,,,,,,,0.00015999666903317123,12785,,,
15,,0.0,,0.003100968198850751,,0.004853119142353535,,0.013921316713094711,,0.011274905875325203,,12785,,,
,,,,,,,,,,,0.00015999666903317123,12786,,,
15,,0.0025084749795496464,,0.003296956419944763,,0.00524464575573802,,0.014623034745454788,,0.012421329505741596,,12786,,,
,,,,,,,,,,,0.00015999666903317123,12787,,,
15,,0.002060097176581621,,0.0015930260997265577,,0.003977138549089432,,0.013729529455304146,,0.00986409466713667,,12787,,,
,,,,,,,,,,,0.00015999666903317123,12788,,,
15,,0.0019459450850263238,,0.00256775738671422,,0.0042672595009207726,,0.01427180040627718,,0.011159662157297134,,12788,,,
,,,,,,,,,,,0.00015999666903317123,12789,,,
15,,0.0,,0.001789555186405778,,0.0041816034354269505,,0.014680566266179085,,0.01017523929476738,,12789,,,
,,,,,,,,,,,0.00015999666903317123,12790,,,
15,,0.002249774057418108,,0.002325202338397503,,0.0043810452334582806,,0.01398434117436409,,0.010862588882446289,,12790,,,
,,,,,,,,,,,0.00015999666903317123,12791,,,
15,,0.0020883327815681696,,0.003086056560277939,,0.004713906906545162,,0.012988898903131485,,0.01117664948105812,,12791,,,
,,,,,,,,,,,0.00015999666903317123,12792,,,
15,,0.0017515625804662704,,0.0024608252570033073,,0.004454711452126503,,0.012837691232562065,,0.010343660600483418,,12792,,,
,,,,,,,,,,,0.00015999666903317123,12793,,,
15,,0.0,,0.0033740182407200336,,0.004885593429207802,,0.014082714915275574,,0.011636774055659771,,12793,,,
,,,,,,,,,,,0.00015999666903317123,12794,,,
15,,0.0018336348002776504,,0.004154833033680916,,0.005540121346712112,,0.013713015243411064,,0.012763097882270813,,12794,,,
,,,,,,,,,,,0.00015999666903317123,12795,,,
15,,0.0017933498602360487,,0.0020778600592166185,,0.004347075708210468,,0.013407502323389053,,0.010227050632238388,,12795,,,
,,,,,,,,,,,0.00015999666903317123,12796,,,
15,,0.0015977555885910988,,0.0027022683061659336,,0.0042720455676317215,,0.01291048526763916,,0.010545073077082634,,12796,,,
,,,,,,,,,,,0.00015999666903317123,12797,,,
15,,0.001931358128786087,,0.0037577522452920675,,0.005307597108185291,,0.014193397015333176,,0.012567621655762196,,12797,,,
,,,,,,,,,,,0.00015999666903317123,12798,,,
15,,0.0017499492969363928,,0.0028799157589673996,,0.004982638172805309,,0.014730761758983135,,0.011840945109724998,,12798,,,
,,,,,,,,,,,0.00015999666903317123,12799,,,
15,,0.0019380992744117975,,0.003102949121966958,,0.00487199891358614,,0.014807254076004028,,0.01211219560354948,,12799,,,
,,,,,,,,,,,0.00015999666903317123,12800,,,
15,,0.001992755802348256,,0.004746724851429462,,0.0061123063787817955,,0.014593204483389854,,0.01396995410323143,,12800,,,
,,,,,,,,,,,0.00015999666903317123,12801,,,
15,,0.0,,0.0034008892253041267,,0.005252853501588106,,0.014055696316063404,,0.011741950176656246,,12801,,,
,,,,,,,,,,,0.00015999666903317123,12802,,,
15,,0.0022829119116067886,,0.004709701519459486,,0.005993684753775597,,0.01477983221411705,,0.014054620638489723,,12802,,,
,,,,,,,,,,,0.00015999666903317123,12803,,,
15,,0.0,,0.0036808792501688004,,0.005237989593297243,,0.013830505311489105,,0.011905629187822342,,12803,,,
,,,,,,,,,,,0.00015999666903317123,12804,,,
15,,0.0,,0.002667700871825218,,0.004924650304019451,,0.014378810301423073,,0.011088268831372261,,12804,,,
,,,,,,,,,,,0.00015999666903317123,12805,,,
15,,0.0022119495552033186,,0.003705749288201332,,0.005269716493785381,,0.01493937149643898,,0.012935254722833633,,12805,,,
,,,,,,,,,,,0.00015999666903317123,12806,,,
15,,0.0,,0.0028089992702007294,,0.0046326769515872,,0.014339925721287727,,0.011137131601572037,,12806,,,
,,,,,,,,,,,0.00015999666903317123,12807,,,
15,,0.0020050769671797752,,0.002291556214913726,,0.004584531299769878,,0.014753700233995914,,0.011215554550290108,,12807,,,
,,,,,,,,,,,0.00015999666903317123,12808,,,
15,,0.002182400319725275,,0.003385715652257204,,0.004772899206727743,,0.014455690048635006,,0.01224326528608799,,12808,,,
,,,,,,,,,,,0.00015999666903317123,12809,,,
15,,0.001808506902307272,,0.0037272225599735975,,0.005315112881362438,,0.013205114752054214,,0.012020259164273739,,12809,,,
,,,,,,,,,,,0.00015999666903317123,12810,,,
15,,0.0019851024262607098,,0.002973177470266819,,0.005118925124406815,,0.014503494836390018,,0.011901676654815674,,12810,,,
,,,,,,,,,,,0.00015999666903317123,12811,,,
15,,0.0,,0.002970862202346325,,0.004870646633207798,,0.0141444755718112,,0.011260760948061943,,12811,,,
,,,,,,,,,,,0.00015999666903317123,12812,,,
15,,0.0022321671713143587,,0.0015055490657687187,,0.0037344107404351234,,0.014445323497056961,,0.01010824739933014,,12812,,,
,,,,,,,,,,,0.00015999666903317123,12813,,,
15,,0.0,,0.002174799097701907,,0.004212618805468082,,0.014034269377589226,,0.01024508848786354,,12813,,,
,,,,,,,,,,,0.00015999666903317123,12814,,,
15,,0.00202367827296257,,0.004063530825078487,,0.005335517693310976,,0.01354287564754486,,0.01257358305156231,,12814,,,
,,,,,,,,,,,0.00015999666903317123,12815,,,
15,,0.0,,0.0029208220075815916,,0.004812438972294331,,0.01394982635974884,,0.011098844930529594,,12815,,,
,,,,,,,,,,,0.00015999666903317123,12816,,,
15,,0.0019989917054772377,,0.0036428961902856827,,0.005244348663836718,,0.013928389176726341,,0.012317975983023643,,12816,,,
,,,,,,,,,,,0.00015999666903317123,12817,,,
15,,0.0020460872910916805,,0.0029360223561525345,,0.004835175350308418,,0.014696881175041199,,0.011902473866939545,,12817,,,
,,,,,,,,,,,0.00015999666903317123,12818,,,
15,,0.0,,0.0018154236022382975,,0.003973772749304771,,0.014019133523106575,,0.009818432852625847,,12818,,,
,,,,,,,,,,,0.00015999666903317123,12819,,,
15,,0.0,,0.0029733851552009583,,0.004889841191470623,,0.014108041301369667,,0.011249866336584091,,12819,,,
,,,,,,,,,,,0.00015999666903317123,12820,,,
15,,0.0,,0.004323289729654789,,0.005752661265432835,,0.013951876200735569,,0.012737392447888851,,12820,,,
,,,,,,,,,,,0.00015999666903317123,12821,,,
15,,0.0,,0.002524708164855838,,0.004368832800537348,,0.013219079002737999,,0.010226456448435783,,12821,,,
,,,,,,,,,,,0.00015999666903317123,12822,,,
15,,0.0024220882914960384,,0.002577266190201044,,0.004319940693676472,,0.013246451504528522,,0.010764895007014275,,12822,,,
,,,,,,,,,,,0.00015999666903317123,12823,,,
15,,0.0,,0.003222864819690585,,0.005184742622077465,,0.014664694666862488,,0.011851398274302483,,12823,,,
,,,,,,,,,,,0.00015999666903317123,12824,,,
15,,0.0023197962436825037,,0.0017624821048229933,,0.004101689904928207,,0.01396025437861681,,0.010231990367174149,,12824,,,
,,,,,,,,,,,0.00015999666903317123,12825,,,
15,,0.0020523264538496733,,0.0022016637958586216,,0.004325347952544689,,0.013603530824184418,,0.010495231486856937,,12825,,,
,,,,,,,,,,,0.00015999666903317123,12826,,,
15,,0.001714445068500936,,0.0027784742414951324,,0.004484032280743122,,0.013135161250829697,,0.010809951461851597,,12826,,,
,,,,,,,,,,,0.00015999666903317123,12827,,,
15,,0.0,,0.0038866016548126936,,0.005653815343976021,,0.015433951281011105,,0.013017031364142895,,12827,,,
,,,,,,,,,,,0.00015999666903317123,12828,,,
15,,0.002199426293373108,,0.00447643268853426,,0.005893560592085123,,0.014287881553173065,,0.013533649034798145,,12828,,,
,,,,,,,,,,,0.00015999666903317123,12829,,,
15,,0.0,,0.0034763095900416374,,0.005155592225492001,,0.014146551489830017,,0.011838484555482864,,12829,,,
,,,,,,,,,,,0.00015999666903317123,12830,,,
15,,0.0,,0.0023990729823708534,,0.004307964816689491,,0.013742037117481232,,0.01034708321094513,,12830,,,
,,,,,,,,,,,0.00015999666903317123,12831,,,
15,,0.0,,0.002220156602561474,,0.004398656077682972,,0.014285316690802574,,0.010462479665875435,,12831,,,
,,,,,,,,,,,0.00015999666903317123,12832,,,
15,,0.002218155190348625,,0.0027157492004334927,,0.004339739214628935,,0.012922807596623898,,0.010705718770623207,,12832,,,
,,,,,,,,,,,0.00015999666903317123,12833,,,
15,,0.0,,0.0036910087801516056,,0.0052689118310809135,,0.014509303495287895,,0.012262888252735138,,12833,,,
,,,,,,,,,,,0.00015999666903317123,12834,,,
15,,0.0,,0.0022613981273025274,,0.004446595907211304,,0.014296742156147957,,0.0105214174836874,,12834,,,
,,,,,,,,,,,0.00015999666903317123,12835,,,
15,,0.0,,0.0023344981018453836,,0.004627793561667204,,0.013785295188426971,,0.010384094901382923,,12835,,,
,,,,,,,,,,,0.00015999666903317123,12836,,,
15,,0.0022567142732441425,,0.0030605951324105263,,0.004778473637998104,,0.014044302515685558,,0.011728707700967789,,12836,,,
,,,,,,,,,,,0.00015999666903317123,12837,,,
