d_loss_step,epoch,g_loss/adv_step,g_loss/rec_step,g_loss/total_step,lr-Adam,lr-Adam-1,step
,,,,,0.00013133947098177527,8.280368258906509e-05,1440
15.115008354187012,3,1.2177324295043945,0.016587641090154648,1.226026177406311,,,1440
,,,,,0.00013130240886773857,8.278144532064308e-05,1441
2.9066829681396484,3,2.8508708477020264,0.01805681176483631,2.8598990440368652,,,1441
,,,,,0.00013126532847424418,8.275919708454643e-05,1442
3.4293551445007324,3,1.1499402523040771,0.019727103412151337,1.159803867340088,,,1442
,,,,,0.00013122822981593077,8.273693788955839e-05,1443
1.6529152393341064,3,0.720655083656311,0.021642271429300308,0.7314761877059937,,,1443
,,,,,0.00013119111290744436,8.271466774446654e-05,1444
1.4546701908111572,3,0.5633910298347473,0.020889518782496452,0.5738357901573181,,,1444
,,,,,0.0001311539777634381,8.269238665806277e-05,1445
1.469711422920227,3,0.6118689179420471,0.02462523803114891,0.6241815090179443,,,1445
,,,,,0.00013111682439857233,8.267009463914332e-05,1446
1.4738917350769043,3,0.5768097043037415,0.02315930649638176,0.5883893370628357,,,1446
,,,,,0.00013107965282751466,8.264779169650872e-05,1447
1.464675784111023,3,0.6906734704971313,0.02481442131102085,0.7030806541442871,,,1447
,,,,,0.00013104246306493982,8.262547783896381e-05,1448
1.4512274265289307,3,0.7168179750442505,0.02156439796090126,0.7276001572608948,,,1448
,,,,,0.0001310052551255297,8.260315307531774e-05,1449
1.443143606185913,3,0.7390670776367188,0.019244574010372162,0.7486894130706787,,,1449
,,,,,0.0001309680290239735,8.258081741438401e-05,1450
1.4453814029693604,3,0.7312071919441223,0.017166148871183395,0.7397902607917786,,,1450
,,,,,0.0001309307847749674,8.255847086498034e-05,1451
1.4353420734405518,3,0.6687911152839661,0.022792339324951172,0.6801872849464417,,,1451
,,,,,0.00013089352239321485,8.253611343592882e-05,1452
1.4207924604415894,3,0.6838845014572144,0.026242747902870178,0.6970058679580688,,,1452
,,,,,0.0001308562418934265,8.25137451360558e-05,1453
1.4298491477966309,3,0.67372727394104,0.02213142439723015,0.6847929954528809,,,1453
,,,,,0.00013081894329032006,8.249136597419193e-05,1454
1.417719841003418,3,0.6768373250961304,0.025130508467555046,0.6894025802612305,,,1454
,,,,,0.0001307816265986205,8.246897595917217e-05,1455
1.4186887741088867,3,0.7180261015892029,0.020202379673719406,0.7281273007392883,,,1455
,,,,,0.00013074429183305972,8.244657509983572e-05,1456
1.4237093925476074,3,0.6571698188781738,0.02124009281396866,0.667789876461029,,,1456
,,,,,0.00013070693900837701,8.242416340502609e-05,1457
1.4119911193847656,3,0.7583267092704773,0.023711003363132477,0.7701822519302368,,,1457
,,,,,0.00013066956813931864,8.240174088359106e-05,1458
1.4105916023254395,3,0.7031128406524658,0.021406734362244606,0.7138161659240723,,,1458
,,,,,0.00013063217924063803,8.237930754438269e-05,1459
1.4230947494506836,3,0.672443151473999,0.021344156935811043,0.6831152439117432,,,1459
,,,,,0.0001305947723270957,8.23568633962573e-05,1460
1.410595178604126,3,0.7721164226531982,0.020503133535385132,0.7823679447174072,,,1460
,,,,,0.0001305573474134594,8.23344084480755e-05,1461
1.3957468271255493,3,0.7572284936904907,0.020063189789652824,0.7672600746154785,,,1461
,,,,,0.00013051990451450377,8.231194270870212e-05,1462
1.4110175371170044,3,0.6827858090400696,0.02564866840839386,0.6956101655960083,,,1462
,,,,,0.00013048244364501077,8.228946618700631e-05,1463
1.3992879390716553,3,0.699964165687561,0.022891787812113762,0.7114100456237793,,,1463
,,,,,0.0001304449648197693,8.226697889186144e-05,1464
1.3999969959259033,3,0.6638648509979248,0.021192092448472977,0.6744608879089355,,,1464
,,,,,0.00013040746805357547,8.224448083214513e-05,1465
1.4051358699798584,3,0.6857104301452637,0.02066459134221077,0.6960427165031433,,,1465
,,,,,0.00013036995336123232,8.222197201673924e-05,1466
1.4005610942840576,3,0.6585388779640198,0.021281205117702484,0.6691794991493225,,,1466
,,,,,0.00013033242075755012,8.219945245452993e-05,1467
1.4011013507843018,3,0.6281187534332275,0.020120056346058846,0.6381787061691284,,,1467
,,,,,0.00013029487025734612,8.217692215440753e-05,1468
1.4038851261138916,3,0.6684250831604004,0.0221930630505085,0.6795216798782349,,,1468
,,,,,0.0001302573018754447,8.215438112526667e-05,1469
1.3944346904754639,3,0.7021069526672363,0.025882430374622345,0.7150481939315796,,,1469
,,,,,0.00013021971562667721,8.213182937600618e-05,1470
1.3932892084121704,3,0.6935882568359375,0.022200997918844223,0.7046887874603271,,,1470
,,,,,0.00013018211152588215,8.210926691552913e-05,1471
1.3870773315429688,3,0.6936838626861572,0.02046397514641285,0.7039158344268799,,,1471
,,,,,0.00013014448958790503,8.208669375274285e-05,1472
1.3888359069824219,3,0.7206428050994873,0.0287419855594635,0.7350137233734131,,,1472
,,,,,0.00013010684982759835,8.206410989655883e-05,1473
1.3872196674346924,3,0.6751067638397217,0.02351643145084381,0.686864972114563,,,1473
,,,,,0.0001300691922598217,8.204151535589283e-05,1474
1.3883392810821533,3,0.6761756539344788,0.018164213746786118,0.6852577924728394,,,1474
,,,,,0.00013003151689944172,8.201891013966485e-05,1475
1.3916034698486328,3,0.7307991981506348,0.023287251591682434,0.7424428462982178,,,1475
,,,,,0.00012999382376133203,8.199629425679903e-05,1476
1.3868370056152344,3,0.7028931975364685,0.02467815764248371,0.715232253074646,,,1476
,,,,,0.00012995611286037328,8.197366771622377e-05,1477
1.400625467300415,3,0.6710766553878784,0.02192327380180359,0.6820382475852966,,,1477
,,,,,0.00012991838421145312,8.195103052687167e-05,1478
1.3723775148391724,3,0.6769264936447144,0.023030422627925873,0.6884416937828064,,,1478
,,,,,0.00012988063782946627,8.192838269767956e-05,1479
1.3625566959381104,3,0.7549656629562378,0.022082947194576263,0.7660071849822998,,,1479
,,,,,0.00012984287372931437,8.190572423758842e-05,1480
1.3658664226531982,3,0.6912297010421753,0.018951114267110825,0.7007052898406982,,,1480
,,,,,0.00012980509192590608,8.188305515554344e-05,1481
1.3782079219818115,3,0.8160847425460815,0.024474158883094788,0.8283218145370483,,,1481
,,,,,0.00012976729243415708,8.186037546049404e-05,1482
1.3979465961456299,3,0.5912390351295471,0.024775365367531776,0.6036267280578613,,,1482
,,,,,0.00012972947526899002,8.183768516139379e-05,1483
1.392418384552002,3,0.7611658573150635,0.02435881644487381,0.7733452916145325,,,1483
,,,,,0.0001296916404453345,8.181498426720046e-05,1484
1.363133192062378,3,0.6313684582710266,0.025063272565603256,0.6439000368118286,,,1484
,,,,,0.00012965378797812708,8.179227278687602e-05,1485
1.381832242012024,3,0.7920653820037842,0.019911151379346848,0.8020210266113281,,,1485
,,,,,0.0001296159178823114,8.17695507293866e-05,1486
1.36337411403656,3,0.5921379327774048,0.02384437434375286,0.604060173034668,,,1486
,,,,,0.00012957803017283787,8.174681810370248e-05,1487
1.3727567195892334,3,0.8560236692428589,0.024512872099876404,0.8682801127433777,,,1487
,,,,,0.00012954012486466403,8.172407491879817e-05,1488
1.364495038986206,3,0.667891263961792,0.025853358209133148,0.6808179020881653,,,1488
,,,,,0.00012950220197275426,8.17013211836523e-05,1489
1.3465496301651,3,0.6521193981170654,0.020464912056922913,0.6623518466949463,,,1489
,,,,,0.00012946426151207995,8.167855690724771e-05,1490
1.3337156772613525,3,0.8909759521484375,0.023307427763938904,0.9026296734809875,,,1490
,,,,,0.00012942630349761935,8.165578209857135e-05,1491
1.3244390487670898,3,0.38643598556518555,0.02310490608215332,0.3979884386062622,,,1491
,,,,,0.0001293883279443577,8.163299676661436e-05,1492
1.5126821994781494,3,1.1545488834381104,0.023049883544445038,1.1660737991333008,,,1492
,,,,,0.0001293503348672872,8.161020092037204e-05,1493
1.5225963592529297,3,0.857342004776001,0.02258184179663658,0.8686329126358032,,,1493
,,,,,0.00012931232428140685,8.158739456884383e-05,1494
1.3929204940795898,3,0.6424034833908081,0.022418715059757233,0.6536128520965576,,,1494
,,,,,0.00012927429620172262,8.156457772103329e-05,1495
1.4186756610870361,3,0.7453591227531433,0.023385312408208847,0.7570517659187317,,,1495
,,,,,0.00012923625064324742,8.154175038594816e-05,1496
1.3723291158676147,3,0.7595751285552979,0.02057034522294998,0.7698603272438049,,,1496
,,,,,0.00012919818762100106,8.151891257260033e-05,1497
1.3657925128936768,3,0.7017020583152771,0.023387430235743523,0.7133957743644714,,,1497
,,,,,0.00012916010715001018,8.149606429000581e-05,1498
1.3525524139404297,3,0.6634092330932617,0.02298443205654621,0.6749014854431152,,,1498
,,,,,0.00012912200924530836,8.147320554718471e-05,1499
1.346028208732605,3,0.7846981883049011,0.025291945785284042,0.7973441481590271,,,1499
,,,,,0.00012908389392193606,8.145033635316132e-05,1500
1.346527099609375,3,0.6424167156219482,0.022717483341693878,0.6537754535675049,,,1500
,,,,,0.00012904576119494057,8.142745671696402e-05,1501
1.3409183025360107,3,0.9302115440368652,0.019929394125938416,0.940176248550415,,,1501
,,,,,0.00012900761107937614,8.140456664762536e-05,1502
1.385393500328064,3,0.7080347537994385,0.02487913891673088,0.720474362373352,,,1502
,,,,,0.00012896944359030378,8.138166615418193e-05,1503
1.3165006637573242,3,0.47894740104675293,0.024876922369003296,0.4913858473300934,,,1503
,,,,,0.00012893125874279145,8.135875524567453e-05,1504
1.3976976871490479,3,1.003082036972046,0.021395640447735786,1.013779878616333,,,1504
,,,,,0.0001288930565519139,8.133583393114799e-05,1505
1.431028127670288,3,0.856804370880127,0.022776685655117035,0.8681926727294922,,,1505
,,,,,0.00012885483703275276,8.13129022196513e-05,1506
1.3957805633544922,3,0.6984010934829712,0.016971321776509285,0.7068867683410645,,,1506
,,,,,0.00012881660020039646,8.12899601202375e-05,1507
1.380689024925232,3,0.6134240627288818,0.02224348671734333,0.6245457530021667,,,1507
,,,,,0.00012877834606994033,8.126700764196384e-05,1508
1.3750194311141968,3,0.6385467052459717,0.024522345513105392,0.6508078575134277,,,1508
,,,,,0.00012874007465648647,8.124404479389152e-05,1509
1.3716710805892944,3,0.7204664945602417,0.022920548915863037,0.7319267988204956,,,1509
,,,,,0.00012870178597514388,8.122107158508596e-05,1510
1.3508915901184082,3,0.7262150049209595,0.02064158022403717,0.7365357875823975,,,1510
,,,,,0.00012866348004102827,8.11980880246166e-05,1511
1.3164916038513184,3,0.510518491268158,0.02330079674720764,0.5221688747406006,,,1511
,,,,,0.00012862515686926223,8.117509412155696e-05,1512
1.3455289602279663,3,1.0917545557022095,0.025606706738471985,1.104557991027832,,,1512
,,,,,0.00012858681647497517,8.115208988498472e-05,1513
1.4590142965316772,3,0.7835798859596252,0.02194954827427864,0.7945547103881836,,,1513
,,,,,0.00012854845887330324,8.112907532398156e-05,1514
1.3289716243743896,3,0.44821441173553467,0.022897040471434593,0.45966291427612305,,,1514
,,,,,0.0001285100840793894,8.110605044763326e-05,1515
1.4380630254745483,3,0.7786121368408203,0.028603116050362587,0.7929136753082275,,,1515
,,,,,0.00012847169210838345,8.108301526502969e-05,1516
1.342484951019287,3,0.7923054099082947,0.01897449418902397,0.8017926216125488,,,1516
,,,,,0.00012843328297544192,8.105996978526476e-05,1517
1.3380634784698486,3,0.6507402658462524,0.02245519682765007,0.6619678735733032,,,1517
,,,,,0.0001283948566957281,8.103691401743646e-05,1518
1.3433194160461426,3,0.9169566631317139,0.024294154718518257,0.9291037321090698,,,1518
,,,,,0.0001283564132844121,8.101384797064686e-05,1519
1.36735200881958,3,0.7583282589912415,0.024945393204689026,0.7708009481430054,,,1519
,,,,,0.00012831795275667078,8.099077165400206e-05,1520
1.3087525367736816,3,0.6086461544036865,0.01876222714781761,0.6180272698402405,,,1520
,,,,,0.00012827947512768773,8.096768507661223e-05,1521
1.294235110282898,3,0.941642165184021,0.024190351366996765,0.9537373781204224,,,1521
,,,,,0.00012824098041265333,8.094458824759159e-05,1522
1.3711903095245361,3,0.6976494789123535,0.022242940962314606,0.7087709307670593,,,1522
,,,,,0.00012820246862676465,8.092148117605837e-05,1523
