d_loss_step,epoch,g_loss/adv_step,g_loss/rec_step,g_loss/total_step,lr-Adam,lr-Adam-1,step
,,,,,0.00016,0.0001,0
1.5243055820465088,0,7.105201417626639e-28,241351.28125,120675.640625,,,0
,,,,,0.00015985200463212038,9.991120277927223e-05,1
64.12330627441406,0,13.90041732788086,238940.40625,119484.1015625,,,1
,,,,,0.00015940860259858587,9.964516155915151e-05,2
14.868963241577148,0,7.870019302913533e-09,219799.078125,109899.5390625,,,2
,,,,,0.00015867154380465169,9.920292628279099e-05,3
19.376781463623047,0,3.2160890102386475,211141.59375,105574.015625,,,3
,,,,,0.00015764373708464734,9.85862422507884e-05,4
3.2903575897216797,0,4.952024936676025,199238.53125,99624.21875,,,4
,,,,,0.00015632923872213654,9.779754323328191e-05,5
3.2284791469573975,0,1.0124830396307516e-06,177976.3125,88988.15625,,,5
,,,,,0.00015473323644161889,9.683994186497131e-05,6
16.10502815246582,0,0.021753305569291115,172744.34375,86372.1953125,,,6
,,,,,0.00015286202893495152,9.571721736097089e-05,7
2.5923068523406982,0,10.99018383026123,163058.625,81540.3046875,,,7
,,,,,0.0001507230010032898,9.443380060197386e-05,8
10.812933921813965,0,2.836801290512085,159648.625,79827.1484375,,,8
,,,,,0.00014832459441265118,9.299475664759068e-05,9
4.497373580932617,0,1.9004910427611321e-06,144885.15625,72442.578125,,,9
,,,,,0.0001456762745781211,9.140576474687264e-05,10
13.786053657531738,0,1.6601102352142334,134970.125,67486.71875,,,10
,,,,,0.00014278849320818423,8.967309592491052e-05,11
1.5347156524658203,0,0.7536587715148926,115946.03125,57973.76953125,,,11
,,,,,0.0001396726470566059,8.780358823396352e-05,12
2.205751419067383,0,0.00018057916895486414,119210.96875,59605.484375,,,12
,,,,,0.00013634103294465167,8.5804619766791e-05,13
8.592706680297852,0,0.5261032581329346,112463.8046875,56232.4296875,,,13
,,,,,0.00013280679923115173,8.368407953869104e-05,14
2.5182228088378906,0,7.080909729003906,105223.6328125,52618.8984375,,,14
,,,,,0.00012908389392193552,8.145033635316131e-05,15
7.299643039703369,0,0.716832160949707,101763.734375,50882.5859375,,,15
,,,,,0.00012518700962342477,7.911220577405486e-05,16
1.5738487243652344,0,0.00215956405736506,96630.8125,48315.41015625,,,16
,,,,,0.00012113152555762867,7.66789153345772e-05,17
6.649203300476074,0,0.9551337957382202,88137.8359375,44069.875,,,17
,,,,,0.00011693344686738047,7.416006812042828e-05,18
1.786133050918579,0,1.6777254343032837,77628.5703125,38815.9609375,,,18
,,,,,0.00011260934145135088,7.156560487081053e-05,19
1.765091061592102,0,0.11962814629077911,70350.53125,35175.38671875,,,19
,,,,,0.00010817627457812108,6.890576474687264e-05,20
2.567166805267334,0,2.1899678707122803,77749.859375,38877.12109375,,,20
,,,,,0.00010365174153736412,6.619104492241848e-05,21
2.107555627822876,0,0.49383264780044556,76078.03125,38039.5078125,,,21
,,,,,9.905359859392938e-05,6.343215915635763e-05,22
1.675961971282959,0,1.4939935207366943,68800.3671875,34401.67578125,,,22
,,,,,9.439999251732286e-05,6.063999551039372e-05,23
1.6836936473846436,0,0.3241477608680725,66062.03125,33031.33984375,,,23
,,,,,8.970928896469853e-05,5.7825573378819125e-05,24
1.64598548412323,0,0.585146963596344,63529.71875,31765.4453125,,,24
,,,,,8.500000000000002e-05,5.5000000000000016e-05,25
1.3726838827133179,0,1.3123023509979248,61686.578125,30844.6015625,,,25
,,,,,8.029071103530151e-05,5.217442662118091e-05,26
1.5978108644485474,0,0.4227811396121979,57836.921875,28918.8828125,,,26
,,,,,7.560000748267719e-05,4.936000448960633e-05,27
1.5153099298477173,0,0.8989797830581665,56965.1171875,28483.45703125,,,27
,,,,,7.094640140607066e-05,4.6567840843642404e-05,28
1.4031316041946411,0,0.7005634903907776,48097.4296875,24049.416015625,,,28
,,,,,6.63482584626359e-05,4.380895507758155e-05,29
1.3852300643920898,0,0.7035752534866333,59165.0625,29583.234375,,,29
,,,,,6.182372542187899e-05,4.109423525312739e-05,30
1.3979105949401855,0,0.7265927791595459,48377.08203125,24189.267578125,,,30
,,,,,5.739065854864919e-05,3.843439512918952e-05,31
1.382403016090393,0,0.5430830121040344,48514.0625,24257.57421875,,,31
,,,,,5.3066553132619565e-05,3.5839931879571745e-05,32
1.3989276885986328,0,0.7413322925567627,52360.5703125,26181.02734375,,,32
,,,,,4.8868474442371356e-05,3.332108466542282e-05,33
1.3942793607711792,0,0.5869793891906738,43560.9296875,21781.052734375,,,33
,,,,,4.481299037657525e-05,3.0887794225945154e-05,34
1.394484519958496,0,0.6283066272735596,43796.19921875,21898.728515625,,,34
