d_loss_step,epoch,g_loss/adv_step,g_loss/rec_step,g_loss/total_step,lr-Adam,lr-Adam-1,step
,,,,,0.00016,0.0001,0
1.5312062501907349,0,4.278595890272129e-28,243904.4375,121952.21875,,,0
,,,,,0.00015985200463212038,9.991120277927223e-05,1
64.52114868164062,0,13.210650444030762,230732.3125,115379.375,,,1
,,,,,0.00015940860259858587,9.964516155915151e-05,2
13.57992172241211,0,1.6656660495328879e-09,218100.25,109050.125,,,2
,,,,,0.00015867154380465169,9.920292628279099e-05,3
20.93126678466797,0,2.2955384254455566,208472.21875,104238.40625,,,3
,,,,,0.00015764373708464734,9.85862422507884e-05,4
2.909008026123047,0,11.988296508789062,203574.34375,101799.1640625,,,4
,,,,,0.00015632923872213654,9.779754323328191e-05,5
10.704944610595703,0,0.00012733996845781803,182664.28125,91332.140625,,,5
,,,,,0.00015473323644161889,9.683994186497131e-05,6
10.03404426574707,0,1.9977283477783203,177507.6875,88755.84375,,,6
,,,,,0.00015286202893495152,9.571721736097089e-05,7
2.0165328979492188,0,0.030162665992975235,168391.6875,84195.875,,,7
,,,,,0.0001507230010032898,9.443380060197386e-05,8
4.137351989746094,0,5.602960586547852,157704.78125,78857.9921875,,,8
,,,,,0.00014832459441265118,9.299475664759068e-05,9
5.255487442016602,0,1.2750331163406372,136440.875,68221.71875,,,9
,,,,,0.0001456762745781211,9.140576474687264e-05,10
3.74444580078125,0,0.035365860909223557,139167.015625,69583.546875,,,10
,,,,,0.00014278849320818423,8.967309592491052e-05,11
5.867897033691406,0,5.619864463806152,125083.9921875,62547.6171875,,,11
,,,,,0.0001396726470566059,8.780358823396352e-05,12
5.180566787719727,0,0.22866037487983704,119787.8046875,59894.1328125,,,12
,,,,,0.00013634103294465167,8.5804619766791e-05,13
2.0746517181396484,0,1.612971544265747,110458.359375,55230.796875,,,13
,,,,,0.00013280679923115173,8.368407953869104e-05,14
1.7443046569824219,0,1.9098774194717407,103959.15625,51981.48828125,,,14
,,,,,0.00012908389392193552,8.145033635316131e-05,15
