epoch,loss/ck_step,loss/noise_step,loss/post_step,loss/rec_step,loss/total_step,lr-Adam,step
,,,,,,0.0001599996298901394,120225
5,0.002242862246930599,0.001831441419199109,0.0029224695172160864,0.011195841245353222,0.008608551695942879,,120225
,,,,,,0.0001599996298901394,120226
5,0.0,9.965420031221583e-05,0.0026128203608095646,0.015344507992267609,0.008425112813711166,,120226
,,,,,,0.0001599996298901394,120227
5,0.0016069629928097129,0.0006761178374290466,0.003047811333090067,0.0104298684746027,0.006974397227168083,,120227
,,,,,,0.0001599996298901394,120228
5,0.0,0.00034743675496429205,0.0016549092251807451,0.009819712489843369,0.00567102013155818,,120228
,,,,,,0.0001599996298901394,120229
5,0.0,0.0006837466498836875,0.0026772499550133944,0.015354727394878864,0.009030423127114773,,120229
,,,,,,0.0001599996298901394,120230
5,0.0027914969250559807,0.0030560572631657124,0.005424705799669027,0.011567329987883568,0.010754197835922241,,120230
,,,,,,0.0001599996298901394,120231
5,0.0,0.0008829544531181455,0.0023076909128576517,0.008672814816236496,0.005796284414827824,,120231
,,,,,,0.0001599996298901394,120232
5,0.0,0.001375861931592226,0.003521425649523735,0.009688584133982658,0.007100510410964489,,120232
,,,,,,0.0001599996298901394,120233
5,0.0,0.0046440064907073975,0.006045561749488115,0.012571712955832481,0.012441253289580345,,120233
,,,,,,0.0001599996298901394,120234
5,0.0,0.00042523216689005494,0.002917773090302944,0.014085400849580765,0.008197375573217869,,120234
,,,,,,0.0001599996298901394,120235
5,0.0,0.0034946552477777004,0.005053984001278877,0.012188389897346497,0.010852346196770668,,120235
,,,,,,0.0001599996298901394,120236
5,0.0018512527458369732,0.004894212819635868,0.005642632953822613,0.008215207606554031,0.010782726109027863,,120236
,,,,,,0.0001599996298901394,120237
5,0.0,0.005506375338882208,0.006181521341204643,0.01775999367237091,0.01593175157904625,,120237
,,,,,,0.0001599996298901394,120238
5,0.0,0.0036856464575976133,0.006683850195258856,0.01445271261036396,0.012582965195178986,,120238
,,,,,,0.0001599996298901394,120239
5,0.0025279484689235687,0.0008241977775469422,0.003998311702162027,0.014131524600088596,0.00939512811601162,,120239
,,,,,,0.0001599996298901394,120240
5,0.0,0.0026680550072342157,0.0044378433376550674,0.01431361399590969,0.010934323072433472,,120240
,,,,,,0.0001599996298901394,120241
5,0.00275085074827075,0.006324205547571182,0.007159748114645481,0.011169439181685448,0.014249032363295555,,120241
,,,,,,0.0001599996298901394,120242
5,0.004167307633906603,0.0022089160047471523,0.005898942705243826,0.018475394695997238,0.013754811137914658,,120242
,,,,,,0.0001599996298901394,120243
5,0.0032159644179046154,0.0005295732989907265,0.0034415973350405693,0.018071841448545456,0.011069086380302906,,120243
,,,,,,0.0001599996298901394,120244
5,0.0,0.00029713791445828974,0.0033495952375233173,0.01522352360188961,0.008746298030018806,,120244
,,,,,,0.0001599996298901394,120245
5,0.00232708640396595,0.0006010406068526208,0.0022096550092101097,0.010441185906529427,0.006839464418590069,,120245
,,,,,,0.0001599996298901394,120246
5,0.0028074984438717365,0.003982422407716513,0.007282879203557968,0.016137754544615746,0.014433519914746284,,120246
,,,,,,0.0001599996298901394,120247
